Id,WnvPresent
1,0.215337254497
10,0.0411464245176
100,0.141910019606
1000,0.202559075431
10000,0.48841708802
100000,0.168816427613
100001,0.143724417845
100002,0.168842224745
100003,0.168859422832
100004,0.0330289271833
100005,0.16887662092
100006,0.168893819007
100007,0.168919616139
100008,0.112595879338
100009,0.147989543563
10001,0.488442885151
100010,0.112604478382
100011,0.11262167647
100012,0.0106198190761
100013,0.112647473601
100014,0.112664671689
100015,0.112681869776
100016,0.191767275479
100017,0.19179307261
100018,0.191810270698
100019,0.191836067829
10002,0.488460083239
100020,0.21609397035
100021,0.216102569394
100022,0.216111168438
100023,0.216119767482
100024,0.216136965569
100025,0.216162762701
100026,0.191853265917
100027,0.191870464004
100028,0.0309049633681
100029,0.191887662092
10003,0.581114780036
100030,0.191930657311
100031,0.191947855398
100032,0.126706910192
100033,0.112699067864
100034,0.126741306367
100035,0.126784301586
100036,0.0105080315069
100037,0.126835895848
100038,0.126896089155
100039,0.126973480549
10004,0.501994978158
100040,0.161240670037
100041,0.124823719602
100042,0.161249269081
100043,0.161257868125
100044,0.0276717229044
100045,0.161266467169
100046,0.161275066213
100047,0.161283665256
100048,0.101047363533
100049,0.0748288790287
10005,0.58112337908
100050,0.101073160665
100051,0.101098957796
100052,0.00876242561827
100053,0.101133353971
100054,0.101167750146
100055,0.101184948234
100056,0.197494238641
100057,0.149760946583
100058,0.197502837684
100059,0.197511436728
10006,0.581131978124
100060,0.0410432359922
100061,0.197520035772
100062,0.197528634816
100063,0.197545832903
100064,0.0622140817941
100065,0.0484384136484
100066,0.0622226808379
100067,0.0622312798817
100068,0.00374918309084
100069,0.0622398789255
10007,0.205439755099
100070,0.062257077013
100071,0.0622742751006
100072,0.0889141127507
100073,0.0697640422385
100074,0.088939909882
100075,0.0889485089258
100076,0.00719739964916
100077,0.0889571079696
100078,0.0889657070134
100079,0.0889743060572
10008,0.581140577168
100080,0.150199497816
100081,0.121822653321
100082,0.15020809686
100083,0.150242493035
100084,0.0251694011626
100085,0.15027688921
100086,0.150311285385
100087,0.15034568156
100088,0.151145392632
100089,0.0878048361022
10009,0.581166374299
100090,0.151179788807
100091,0.151205585939
100092,0.0156416606473
100093,0.15123138307
100094,0.151257180202
100095,0.151274378289
100096,0.15438723214
100097,0.0931878375125
100098,0.154404430227
100099,0.154413029271
1001,0.141015719052
10010,0.581183572387
100100,0.0113765349293
100101,0.154421628315
100102,0.154438826403
100103,0.154464623534
100104,0.13996663571
100105,0.0828861830564
100106,0.139975234754
100107,0.139983833798
100108,0.0118752794689
100109,0.140001031885
10011,0.591880782857
100110,0.140009630929
100111,0.140044027104
100112,0.138934750456
100113,0.0831269562825
100114,0.138951948543
100115,0.138986344718
100116,0.010542427682
100117,0.139003542806
100118,0.139029339937
100119,0.139072335156
10012,0.543313383552
100120,0.159778832594
100121,0.188121280914
100122,0.159813228769
100123,0.1598390259
100124,0.0202507481168
100125,0.159856223988
100126,0.159873422075
100127,0.159882021119
100128,0.287354246208
100129,0.349809101228
10013,0.591889381901
100130,0.287362845252
100131,0.287371444295
100132,0.0584820967908
100133,0.287388642383
100134,0.287405840471
100135,0.287414439514
100136,0.133680734702
100137,0.0987944140612
100138,0.133689333746
100139,0.13369793279
10014,0.591897980945
100140,0.0169143191277
100141,0.133732328965
100142,0.133740928009
100143,0.133749527053
100144,0.19622158016
100145,0.0880456093282
100146,0.196230179204
100147,0.196238778248
100148,0.0377326041344
100149,0.196247377292
10015,0.211656863757
100150,0.196273174423
100151,0.196298971554
100152,0.141720840643
100153,0.106507756337
100154,0.14173803873
100155,0.141755236818
100156,0.0183331613525
100157,0.141781033949
100158,0.141798232037
100159,0.14180683108
10016,0.591915179032
100160,0.114539263234
100161,0.0834709180339
100162,0.114556461322
100163,0.114573659409
100164,0.0111615588347
100165,0.11459945654
100166,0.114616654628
100167,0.114633852716
100168,0.166640869535
100169,0.106318577374
10017,0.59193237712
100170,0.166666666667
100171,0.166701062842
100172,0.0193048533003
100173,0.166726859973
100174,0.166744058061
100175,0.166761256148
100176,0.156502596911
100177,0.121719464796
100178,0.156519794999
100179,0.156536993086
10018,0.591949575207
100180,0.0195284284388
100181,0.15654559213
100182,0.156554191174
100183,0.156562790218
100184,0.105802634747
100185,0.0627730196402
100186,0.105819832835
100187,0.105828431878
100188,0.00742957383139
100189,0.105837030922
10019,0.531085543288
100190,0.105845629966
100191,0.105871427097
100192,0.174036047192
100193,0.20646304131
100194,0.174061844323
100195,0.17407904241
100196,0.0287036081588
100197,0.174096240498
100198,0.174130636673
100199,0.174147834761
1002,0.0378185945723
10020,0.463196092595
100200,0.198758298077
100201,0.082542221305
100202,0.198784095209
100203,0.198801293296
100204,0.0359182058955
100205,0.198827090428
100206,0.198844288515
100207,0.198852887559
100208,0.188800605373
100209,0.164757678946
10021,0.531102741375
100210,0.188809204416
100211,0.188835001548
100212,0.0261496921542
100213,0.188843600592
100214,0.188860798679
100215,0.188886595811
100216,0.177983008289
100217,0.182635090978
100218,0.177991607333
100219,0.178000206377
10022,0.531119939463
100220,0.0241977092147
100221,0.178008805421
100222,0.178017404465
100223,0.178026003508
100224,0.123017920407
100225,0.160913906374
100226,0.123035118495
100227,0.123043717539
100228,0.013362914044
100229,0.123052316582
10023,0.188534035015
100230,0.12306951467
100231,0.123086712758
100232,0.135581123379
100233,0.080005503388
100234,0.135615519554
100235,0.135649915729
100236,0.00955353764661
100237,0.135692910948
100238,0.13571870808
100239,0.135761703299
10024,0.531145736594
100240,0.175833247343
100241,0.152031094142
100242,0.17585044543
100243,0.175876242562
100244,0.0327365596946
100245,0.175893440649
100246,0.175910638737
100247,0.175927836825
100248,0.0858012589
100249,0.0972035909607
10025,0.531197330857
100250,0.0858184569876
100251,0.0858356550752
100252,0.00454029511918
100253,0.0858528531627
100254,0.0858786502941
100255,0.0858958483817
100256,0.100264850549
100257,0.080650431672
100258,0.100282048636
100259,0.100307845768
10026,0.531240326076
100260,0.00826368107866
100261,0.100325043855
100262,0.100350840986
100263,0.100376638118
100264,0.0777095586971
100265,0.0606232586936
100266,0.0777181577409
100267,0.0777267567846
100268,0.00473807312627
100269,0.0777353558284
10027,0.607849207168
100270,0.077752553916
100271,0.0777611529598
100272,0.112613077426
100273,0.0730746740962
100274,0.112630275513
100275,0.112656072645
100276,0.00907199119458
