Id,WnvPresent
1,0.00388688287661
2,0.00223157401587
3,0.00388688287661
4,0.00388688287661
5,0.00255101585845
6,0.00388688287661
7,0.00388688287661
8,0.00388688287661
9,0.00348140600629
10,0.00200301838794
11,0.00348140600629
12,0.00348140600629
13,0.00226770693929
14,0.00348140600629
15,0.00348140600629
16,0.00348140600629
17,0.00376167114883
18,0.00222997158184
19,0.00376167114883
20,0.00376167114883
21,0.00251734228305
22,0.00376167114883
23,0.00376167114883
24,0.00376167114883
25,0.00290294593771
26,0.00129025768512
27,0.00290294593771
28,0.00290294593771
29,0.00168945180357
30,0.00290294593771
31,0.00290294593771
32,0.00290294593771
33,0.00211258413147
34,0.00115444508946
35,0.00211258413147
36,0.00211258413147
37,0.00136310220097
38,0.00211258413147
39,0.00211258413147
40,0.00211258413147
41,0.00199808052612
42,0.00110325115499
43,0.00199808052612
44,0.00199808052612
45,0.00124859859562
46,0.00199808052612
47,0.00199808052612
48,0.00199808052612
49,0.00211258413147
50,0.00115444508946
51,0.00211258413147
52,0.00211258413147
53,0.00136310220097
54,0.00211258413147
55,0.00211258413147
56,0.00211258413147
57,0.0030442940503
58,0.00138445593512
59,0.0030442940503
60,0.0030442940503
61,0.0018747416384
62,0.0030442940503
63,0.0030442940503
64,0.0030442940503
65,0.0032999426525
66,0.00117029588704
67,0.0032999426525
68,0.0032999426525
69,0.00212687158138
70,0.0032999426525
71,0.0032999426525
72,0.0032999426525
73,0.00233346146889
74,0.00219568808299
75,0.00233346146889
76,0.00233346146889
77,0.00147722956381
78,0.00233346146889
79,0.00233346146889
80,0.00233346146889
81,0.00208458814559
82,0.00118341790182
83,0.00208458814559
84,0.00208458814559
85,0.00124859859562
86,0.00208458814559
87,0.00208458814559
88,0.00208458814559
89,0.0112067972202
90,0.00457910269667
91,0.0112067972202
92,0.0112067972202
93,0.00922171611962
94,0.0112067972202
95,0.0112067972202
96,0.0112067972202
97,0.00346446761401
98,0.00129248539441
99,0.00346446761401
100,0.00346446761401
101,0.00264506086079
102,0.00346446761401
103,0.00346446761401
104,0.00346446761401
105,0.0021534285337
106,0.00121675879784
107,0.0021534285337
108,0.0021534285337
109,0.001436218741
110,0.0021534285337
111,0.0021534285337
112,0.0021534285337
113,0.00350888217658
114,0.00251589260468
115,0.00350888217658
116,0.00350888217658
117,0.00187476170364
118,0.00350888217658
119,0.00350888217658
120,0.00350888217658
121,0.00379569404135
122,0.00144615984663
123,0.00379569404135
124,0.00379569404135
125,0.00198025115105
126,0.00379569404135
127,0.00379569404135
128,0.00379569404135
129,0.00313830618906
130,0.00140440605738
131,0.00313830618906
132,0.00313830618906
133,0.00222244115276
134,0.00313830618906
135,0.00313830618906
136,0.00313830618906
137,0.00497436668539
138,0.00119609159983
139,0.00497436668539
140,0.00497436668539
141,0.00419786610021
142,0.00497436668539
143,0.00497436668539
144,0.00497436668539
